epoch,step,train_loss,val_loss
0,9,nan,
0,19,nan,
0,29,nan,
0,39,nan,
0,49,nan,
0,59,nan,
0,69,nan,
0,79,nan,
0,89,nan,
0,99,nan,
0,109,nan,
0,119,nan,
0,129,nan,
0,139,nan,
0,149,nan,
0,159,nan,
0,169,nan,
0,179,nan,
0,189,nan,
0,199,nan,
0,209,nan,
0,219,nan,
0,229,nan,
0,239,nan,
0,249,nan,
0,259,nan,
0,269,nan,
0,279,nan,
0,289,nan,
0,299,nan,
0,309,nan,
0,319,nan,
0,329,nan,
0,339,nan,
0,349,nan,
0,359,nan,
0,369,nan,
0,379,nan,
0,389,nan,
0,399,nan,
0,409,nan,
0,419,nan,
0,429,nan,
0,439,nan,
0,449,nan,
0,459,nan,
0,469,nan,
0,479,nan,
0,489,nan,
0,499,nan,
0,509,nan,
0,519,nan,
0,529,nan,
0,539,nan,
0,549,nan,
0,559,nan,
0,569,nan,
0,579,nan,
0,589,nan,
0,599,nan,
0,609,nan,
0,619,nan,
0,629,nan,
0,639,nan,
0,649,nan,
0,659,nan,
0,669,nan,
0,679,nan,
0,689,nan,
0,699,nan,
0,709,nan,
0,719,nan,
0,729,nan,
0,739,nan,
0,749,nan,
0,759,nan,
0,769,nan,
0,779,nan,
0,789,nan,
0,799,nan,
0,809,nan,
0,819,nan,
0,829,nan,
0,839,nan,
0,849,nan,
0,859,nan,
0,869,nan,
0,879,nan,
0,889,nan,
0,899,nan,
0,909,nan,
0,919,nan,
0,929,nan,
0,939,nan,
0,949,nan,
0,959,nan,
0,969,nan,
0,979,nan,
0,989,nan,
0,999,nan,
0,1009,nan,
0,1019,nan,
0,1029,nan,
0,1039,nan,
0,1049,nan,
0,1059,nan,
0,1069,nan,
0,1079,nan,
0,1089,nan,
0,1099,nan,
0,1109,nan,
0,1119,nan,
0,1129,nan,
0,1139,nan,
0,1149,nan,
0,1159,nan,
0,1169,nan,
0,1179,nan,
0,1189,nan,
0,1199,nan,
0,1209,nan,
0,1219,nan,
0,1229,nan,
0,1239,nan,
0,1249,nan,
0,1259,nan,
0,1269,nan,
0,1279,nan,
0,1289,nan,
0,1299,nan,
0,1309,nan,
0,1319,nan,
0,1329,nan,
0,1339,nan,
0,1349,nan,
0,1359,nan,
0,1369,nan,
0,1379,nan,
0,1389,nan,
0,1399,nan,
0,1409,nan,
0,1419,nan,
0,1429,nan,
0,1439,nan,
0,1449,nan,
0,1459,nan,
0,1469,nan,
0,1479,nan,
0,1489,nan,
0,1499,nan,
0,1509,nan,
0,1519,nan,
0,1529,nan,
0,1539,nan,
0,1549,nan,
0,1559,nan,
0,1569,nan,
0,1579,nan,
0,1589,nan,
0,1599,nan,
0,1609,nan,
0,1619,nan,
0,1629,nan,
0,1639,nan,
0,1649,nan,
0,1659,nan,
0,1669,nan,
0,1679,nan,
0,1689,nan,
0,1699,nan,
0,1709,nan,
0,1719,nan,
0,1729,nan,
0,1739,nan,
0,1749,nan,
0,1759,nan,
0,1769,nan,
0,1779,nan,
0,1789,nan,
0,1799,nan,
0,1809,nan,
0,1819,nan,
0,1829,nan,
0,1839,nan,
0,1849,nan,
0,1859,nan,
0,1869,nan,
0,1879,nan,
0,1889,nan,
0,1899,nan,
0,1909,nan,
0,1919,nan,
0,1929,nan,
0,1939,nan,
0,1949,nan,
0,1959,nan,
0,1969,nan,
0,1979,nan,
0,1989,nan,
0,1999,nan,
0,2009,nan,
0,2019,nan,
0,2029,nan,
0,2039,nan,
0,2049,nan,
0,2059,nan,
0,2069,nan,
0,2079,nan,
0,2089,nan,
0,2099,nan,
0,2109,nan,
0,2119,nan,
0,2129,nan,
0,2139,nan,
0,2149,nan,
0,2159,nan,
0,2169,nan,
0,2179,nan,
0,2189,nan,
0,2199,nan,
0,2209,nan,
0,2219,nan,
0,2229,nan,
0,2239,nan,
0,2249,nan,
0,2259,nan,
0,2269,nan,
0,2279,nan,
0,2289,nan,
0,2299,nan,
0,2309,nan,
0,2319,nan,
0,2329,nan,
0,2339,nan,
0,2349,nan,
0,2359,nan,
0,2369,nan,
0,2379,nan,
0,2389,nan,
0,2399,nan,
0,2409,nan,
0,2419,nan,
0,2429,nan,
0,2439,nan,
0,2449,nan,
0,2459,nan,
0,2469,nan,
0,2479,nan,
0,2489,nan,
0,2499,nan,
0,2509,nan,
0,2519,nan,
0,2529,nan,
0,2539,nan,
0,2549,nan,
0,2559,nan,
0,2569,nan,
0,2579,nan,
0,2589,nan,
0,2599,nan,
0,2609,nan,
0,2619,nan,
0,2629,nan,
0,2639,nan,
0,2649,nan,
0,2659,nan,
0,2669,nan,
0,2679,nan,
0,2689,nan,
0,2699,nan,
0,2709,nan,
0,2719,nan,
0,2729,nan,
0,2739,nan,
0,2749,nan,
0,2759,nan,
0,2769,nan,
0,2779,nan,
0,2789,nan,
0,2799,nan,
0,2809,nan,
0,2819,nan,
0,2829,nan,
0,2839,nan,
0,2849,nan,
0,2859,nan,
0,2869,nan,
0,2879,nan,
0,2889,nan,
0,2899,nan,
0,2909,nan,
0,2919,nan,
0,2929,nan,
0,2939,nan,
0,2949,nan,
0,2959,nan,
0,2969,nan,
0,2979,nan,
0,2989,nan,
0,2999,nan,
0,3009,nan,
0,3019,nan,
0,3029,nan,
0,3039,nan,
0,3049,nan,
0,3059,nan,
0,3069,nan,
0,3079,nan,
0,3089,nan,
0,3099,nan,
0,3109,nan,
0,3119,nan,
0,3129,nan,
0,3139,nan,
0,3149,nan,
0,3159,nan,
0,3169,nan,
0,3179,nan,
0,3189,nan,
0,3199,nan,
0,3209,nan,
0,3219,nan,
0,3229,nan,
0,3239,nan,
0,3249,nan,
0,3259,nan,
0,3269,nan,
0,3279,nan,
0,3289,nan,
0,3299,nan,
0,3309,nan,
0,3319,nan,
0,3329,nan,
0,3339,nan,
0,3349,nan,
0,3359,nan,
0,3369,nan,
0,3379,nan,
0,3389,nan,
0,3399,nan,
0,3409,nan,
0,3419,nan,
0,3429,nan,
0,3439,nan,
0,3449,nan,
0,3459,nan,
0,3469,nan,
0,3479,nan,
0,3489,nan,
0,3499,nan,
0,3509,nan,
0,3519,nan,
0,3529,nan,
0,3539,nan,
0,3549,nan,
0,3559,nan,
0,3569,nan,
0,3579,nan,
0,3589,nan,
0,3599,nan,
0,3609,nan,
0,3619,nan,
0,3629,nan,
0,3639,nan,
0,3649,nan,
0,3659,nan,
0,3669,nan,
0,3679,nan,
0,3689,nan,
0,3699,nan,
0,3709,nan,
0,3719,nan,
0,3729,nan,
0,3739,nan,
0,3749,nan,
0,3759,nan,
0,3769,nan,
0,3779,nan,
0,3789,nan,
0,3799,nan,
0,3809,nan,
0,3819,nan,
0,3829,nan,
0,3839,nan,
0,3849,nan,
0,3859,nan,
0,3869,nan,
0,3879,nan,
0,3889,nan,
0,3899,nan,
0,3909,nan,
0,3919,nan,
0,3929,nan,
0,3939,nan,
0,3949,nan,
0,3959,nan,
0,3969,nan,
0,3979,nan,
0,3989,nan,
0,3999,nan,
0,4009,nan,
0,4019,nan,
0,4029,nan,
0,4039,nan,
0,4049,nan,
0,4059,nan,
0,4069,nan,
0,4079,nan,
0,4089,nan,
0,4099,nan,
0,4109,nan,
0,4119,nan,
0,4129,nan,
0,4139,nan,
0,4149,nan,
0,4159,nan,
0,4169,nan,
0,4179,nan,
0,4189,nan,
0,4199,nan,
0,4209,nan,
0,4219,nan,
0,4229,nan,
0,4239,nan,
0,4249,nan,
0,4259,nan,
0,4269,nan,
0,4279,nan,
0,4289,nan,
0,4299,nan,
0,4309,nan,
0,4319,nan,
0,4329,nan,
0,4339,nan,
0,4349,nan,
0,4359,nan,
0,4369,nan,
0,4379,nan,
0,4389,nan,
0,4399,nan,
0,4409,nan,
0,4419,nan,
0,4429,nan,
0,4439,nan,
0,4449,nan,
0,4459,nan,
0,4469,nan,
0,4479,nan,
0,4489,nan,
0,4499,nan,
0,4509,nan,
0,4519,nan,
0,4529,nan,
0,4539,nan,
0,4549,nan,
0,4559,nan,
0,4569,nan,
0,4579,nan,
0,4589,nan,
0,4599,nan,
0,4609,nan,
0,4619,nan,
0,4629,nan,
0,4639,nan,
0,4649,nan,
0,4659,nan,
0,4669,nan,
0,4679,nan,
0,4689,nan,
0,4699,nan,
0,4709,nan,
0,4719,nan,
0,4729,nan,
0,4739,nan,
0,4749,nan,
0,4759,nan,
0,4769,nan,
0,4779,nan,
0,4789,nan,
0,4799,nan,
0,4809,nan,
0,4819,nan,
0,4829,nan,
0,4839,nan,
0,4849,nan,
0,4859,nan,
0,4869,nan,
0,4879,nan,
0,4889,nan,
0,4899,nan,
0,4909,nan,
0,4919,nan,
0,4929,nan,
0,4939,nan,
0,4949,nan,
0,4959,nan,
0,4969,nan,
0,4979,nan,
0,4989,nan,
0,4999,nan,
0,5009,nan,
0,5019,nan,
0,5029,nan,
0,5039,nan,
0,5049,nan,
0,5059,nan,
0,5069,nan,
0,5079,nan,
0,5089,nan,
0,5099,nan,
0,5109,nan,
0,5119,nan,
0,5129,nan,
0,5139,nan,
0,5149,nan,
0,5159,nan,
0,5169,nan,
0,5179,nan,
0,5189,nan,
0,5199,nan,
0,5209,nan,
0,5219,nan,
0,5229,nan,
0,5239,nan,
0,5249,nan,
0,5259,nan,
0,5269,nan,
0,5279,nan,
0,5289,nan,
0,5299,nan,
0,5309,nan,
0,5319,nan,
0,5329,nan,
0,5339,nan,
0,5349,nan,
0,5359,nan,
0,5369,nan,
0,5379,nan,
0,5389,nan,
0,5399,nan,
0,5409,nan,
0,5419,nan,
0,5429,nan,
0,5439,nan,
0,5449,nan,
0,5459,nan,
0,5469,nan,
0,5479,nan,
0,5489,nan,
0,5499,nan,
0,5509,nan,
0,5519,nan,
0,5529,nan,
0,5539,nan,
0,5549,nan,
0,5559,nan,
0,5569,nan,
0,5579,nan,
0,5589,nan,
0,5599,nan,
0,5609,nan,
0,5619,nan,
0,5629,nan,
0,5639,nan,
0,5649,nan,
0,5659,nan,
0,5669,nan,
0,5679,nan,
0,5689,nan,
0,5699,nan,
0,5709,nan,
0,5719,nan,
0,5729,nan,
0,5739,nan,
0,5749,nan,
0,5759,nan,
0,5769,nan,
0,5779,nan,
0,5789,nan,
0,5799,nan,
0,5809,nan,
0,5819,nan,
0,5829,nan,
0,5839,nan,
0,5849,nan,
0,5859,nan,
0,5869,nan,
0,5879,nan,
0,5889,nan,
0,5899,nan,
0,5909,nan,
0,5919,nan,
0,5929,nan,
0,5939,nan,
0,5949,nan,
0,5959,nan,
0,5969,nan,
0,5979,nan,
0,5989,nan,
0,5999,nan,
0,6009,nan,
0,6019,nan,
0,6029,nan,
0,6039,nan,
0,6049,nan,
0,6059,nan,
0,6069,nan,
0,6079,nan,
0,6089,nan,
0,6099,nan,
0,6109,nan,
0,6119,nan,
0,6129,nan,
0,6139,nan,
0,6149,nan,
0,6159,nan,
0,6169,nan,
0,6179,nan,
0,6189,nan,
0,6199,nan,
0,6209,nan,
0,6219,nan,
0,6229,nan,
0,6239,nan,
0,6249,nan,
0,6259,nan,
0,6269,nan,
0,6279,nan,
0,6289,nan,
0,6299,nan,
0,6309,nan,
0,6319,nan,
0,6329,nan,
0,6339,nan,
0,6349,nan,
0,6359,nan,
0,6369,nan,
0,6379,nan,
0,6389,nan,
0,6399,nan,
0,6409,nan,
0,6419,nan,
0,6429,nan,
0,6439,nan,
0,6449,nan,
0,6459,nan,
0,6469,nan,
0,6479,nan,
0,6489,nan,
0,6499,nan,
0,6509,nan,
0,6519,nan,
0,6529,nan,
0,6539,nan,
0,6549,nan,
0,6559,nan,
0,6569,nan,
0,6579,nan,
0,6589,nan,
0,6599,nan,
0,6609,nan,
0,6619,nan,
0,6629,nan,
0,6639,nan,
0,6649,nan,
0,6659,nan,
0,6669,nan,
0,6679,nan,
0,6689,nan,
0,6699,nan,
0,6709,nan,
0,6719,nan,
0,6729,nan,
0,6739,nan,
0,6749,nan,
0,6759,nan,
0,6769,nan,
0,6779,nan,
0,6789,nan,
0,6799,nan,
0,6809,nan,
0,6819,nan,
0,6829,nan,
0,6839,nan,
0,6849,nan,
0,6859,nan,
0,6869,nan,
0,6879,nan,
0,6889,nan,
0,6899,nan,
0,6909,nan,
0,6919,nan,
0,6929,nan,
0,6939,nan,
0,6949,nan,
0,6959,nan,
0,6969,nan,
0,6979,nan,
0,6989,nan,
0,6999,nan,
0,7009,nan,
0,7019,nan,
0,7029,nan,
0,7039,nan,
0,7049,nan,
0,7059,nan,
0,7069,nan,
0,7079,nan,
0,7089,nan,
0,7099,nan,
0,7109,nan,
0,7119,nan,
0,7129,nan,
0,7139,nan,
0,7149,nan,
0,7159,nan,
0,7169,nan,
0,7179,nan,
0,7189,nan,
0,7199,nan,
0,7209,nan,
0,7219,nan,
0,7229,nan,
0,7239,nan,
0,7249,nan,
0,7259,nan,
0,7269,nan,
0,7279,nan,
0,7289,nan,
0,7299,nan,
0,7309,nan,
0,7319,nan,
0,7329,nan,
0,7339,nan,
0,7349,nan,
0,7359,nan,
0,7369,nan,
0,7379,nan,
0,7389,nan,
0,7399,nan,
0,7409,nan,
0,7419,nan,
0,7429,nan,
0,7439,nan,
0,7449,nan,
0,7459,nan,
0,7469,nan,
0,7479,nan,
0,7489,nan,
0,7499,nan,
0,7509,nan,
0,7519,nan,
0,7529,nan,
0,7539,nan,
0,7549,nan,
0,7559,nan,
0,7569,nan,
0,7579,nan,
0,7589,nan,
0,7599,nan,
0,7609,nan,
0,7619,nan,
0,7629,nan,
0,7639,nan,
0,7649,nan,
0,7659,nan,
0,7669,nan,
0,7679,nan,
0,7689,nan,
0,7699,nan,
0,7709,nan,
0,7719,nan,
0,7729,nan,
0,7739,nan,
0,7749,nan,
0,7759,nan,
0,7769,nan,
0,7779,nan,
0,7789,nan,
0,7799,nan,
0,7809,nan,
0,7819,nan,
0,7829,nan,
0,7839,nan,
0,7849,nan,
0,7859,nan,
0,7869,nan,
0,7879,nan,
0,7889,nan,
0,7899,nan,
0,7909,nan,
0,7919,nan,
0,7929,nan,
0,7939,nan,
0,7949,nan,
0,7959,nan,
0,7969,nan,
0,7979,nan,
0,7989,nan,
0,7999,nan,
0,8009,nan,
0,8019,nan,
0,8029,nan,
0,8039,nan,
0,8049,nan,
0,8059,nan,
0,8069,nan,
0,8079,nan,
0,8089,nan,
0,8099,nan,
0,8109,nan,
0,8119,nan,
0,8129,nan,
0,8139,nan,
0,8149,nan,
0,8159,nan,
0,8169,nan,
0,8179,nan,
0,8189,nan,
0,8199,nan,
0,8209,nan,
0,8219,nan,
0,8229,nan,
0,8239,nan,
0,8249,nan,
0,8259,nan,
0,8269,nan,
0,8279,nan,
0,8289,nan,
0,8299,nan,
0,8309,nan,
0,8319,nan,
0,8329,nan,
0,8339,nan,
0,8349,nan,
0,8359,nan,
0,8369,nan,
0,8379,nan,
0,8389,nan,
0,8399,nan,
0,8409,nan,
0,8419,nan,
0,8429,nan,
0,8439,nan,
0,8449,nan,
0,8459,nan,
0,8469,nan,
0,8479,nan,
0,8489,nan,
0,8499,nan,
0,8509,nan,
0,8519,nan,
0,8529,nan,
0,8539,nan,
0,8549,nan,
0,8559,nan,
0,8569,nan,
0,8579,nan,
0,8589,nan,
0,8599,nan,
0,8609,nan,
0,8619,nan,
0,8629,nan,
0,8639,nan,
0,8649,nan,
0,8659,nan,
0,8669,nan,
0,8679,nan,
0,8689,nan,
0,8699,nan,
0,8709,nan,
0,8719,nan,
0,8729,nan,
0,8739,nan,
0,8749,nan,
0,8759,nan,
0,8769,nan,
0,8779,nan,
0,8789,nan,
0,8799,nan,
0,8809,nan,
0,8819,nan,
0,8829,nan,
0,8839,nan,
0,8849,nan,
0,8859,nan,
0,8869,nan,
0,8879,nan,
0,8889,nan,
0,8899,nan,
0,8909,nan,
0,8919,nan,
0,8929,nan,
0,8939,nan,
0,8949,nan,
0,8959,nan,
0,8969,nan,
0,8979,nan,
0,8989,nan,
0,8999,nan,
0,9009,nan,
0,9019,nan,
0,9029,nan,
0,9039,nan,
0,9049,nan,
0,9059,nan,
0,9069,nan,
0,9079,nan,
0,9089,nan,
0,9099,nan,
0,9109,nan,
0,9119,nan,
0,9129,nan,
0,9139,nan,
0,9149,nan,
0,9159,nan,
0,9169,nan,
0,9179,nan,
0,9189,nan,
0,9199,nan,
0,9209,nan,
0,9219,nan,
0,9229,nan,
0,9239,nan,
0,9249,nan,
0,9259,nan,
0,9269,nan,
0,9279,nan,
0,9289,nan,
0,9299,nan,
0,9309,nan,
0,9319,nan,
0,9329,nan,
0,9339,nan,
0,9349,nan,
0,9359,nan,
0,9369,nan,
0,9379,nan,
0,9389,nan,
0,9399,nan,
0,9409,nan,
0,9419,nan,
0,9429,nan,
0,9439,nan,
0,9449,nan,
0,9459,nan,
0,9469,nan,
0,9479,nan,
0,9489,nan,
0,9499,nan,
0,9509,nan,
0,9519,nan,
0,9529,nan,
0,9539,nan,
0,9549,nan,
0,9559,nan,
0,9569,nan,
0,9579,nan,
0,9589,nan,
0,9599,nan,
0,9609,nan,
0,9619,nan,
0,9629,nan,
0,9639,nan,
0,9649,nan,
0,9659,nan,
0,9669,nan,
0,9679,nan,
0,9689,nan,
0,9699,nan,
0,9709,nan,
0,9719,nan,
0,9729,nan,
0,9739,nan,
0,9749,nan,
0,9759,nan,
0,9769,nan,
0,9779,nan,
0,9789,nan,
0,9799,nan,
0,9809,nan,
0,9819,nan,
0,9829,nan,
0,9839,nan,
0,9849,nan,
0,9859,nan,
0,9869,nan,
0,9879,nan,
0,9889,nan,
0,9899,nan,
0,9909,nan,
0,9919,nan,
0,9929,nan,
0,9939,nan,
0,9949,nan,
0,9959,nan,
0,9969,nan,
0,9979,nan,
0,9989,nan,
0,9999,nan,
0,10009,nan,
0,10019,nan,
0,10029,nan,
0,10039,nan,
0,10049,nan,
0,10059,nan,
0,10069,nan,
0,10079,nan,
0,10089,nan,
0,10099,nan,
0,10109,nan,
0,10119,nan,
0,10129,nan,
0,10139,nan,
0,10149,nan,
0,10159,nan,
0,10169,nan,
0,10179,nan,
0,10189,nan,
0,10199,nan,
0,10209,nan,
0,10219,nan,
0,10229,nan,
0,10239,nan,
